id,product_id,total_quantity,status,created_at,updated_at
38,742,88,pending,2024-09-17 03:38:30,2024-09-17 03:38:30
39,498,13,pending,2024-06-27 03:38:30,2024-06-27 03:38:30
40,190,71,pending,2024-05-28 03:38:30,2024-05-28 03:38:30
41,88,89,placed,2024-11-28 03:38:30,2024-11-28 03:38:30
42,329,34,pending,2024-08-28 03:38:30,2024-08-28 03:38:30
43,760,84,placed,2024-10-01 03:38:30,2024-10-01 03:38:30
44,665,31,delivered,2024-10-19 03:38:30,2024-10-19 03:38:30
45,655,31,pending,2024-02-10 03:38:30,2024-02-10 03:38:30
46,231,68,delivered,2024-10-27 03:38:30,2024-10-27 03:38:30
47,16,33,placed,2024-02-09 03:38:30,2024-02-09 03:38:30
48,30,11,delivered,2024-08-01 03:38:30,2024-08-01 03:38:30
49,494,93,placed,2024-02-09 03:38:30,2024-02-09 03:38:30
50,635,38,placed,2024-07-20 03:38:30,2024-07-20 03:38:30
51,222,56,placed,2023-12-26 03:38:30,2023-12-26 03:38:30
52,644,45,pending,2024-03-01 03:38:30,2024-03-01 03:38:30
53,535,92,placed,2024-03-29 03:38:30,2024-03-29 03:38:30
54,326,91,delivered,2024-05-25 03:38:30,2024-05-25 03:38:30
55,991,98,pending,2024-10-30 03:38:30,2024-10-30 03:38:30
56,658,62,delivered,2024-02-06 03:38:30,2024-02-06 03:38:30
57,468,25,delivered,2024-02-10 03:38:30,2024-02-10 03:38:30
58,890,33,placed,2024-02-07 03:38:30,2024-02-07 03:38:30
59,730,84,placed,2024-04-01 03:38:30,2024-04-01 03:38:30
60,994,42,placed,2024-03-23 03:38:30,2024-03-23 03:38:30
61,697,59,delivered,2024-08-06 03:38:30,2024-08-06 03:38:30
62,288,81,placed,2024-04-12 03:38:30,2024-04-12 03:38:30
63,70,33,placed,2024-02-13 03:38:30,2024-02-13 03:38:30
64,285,54,delivered,2024-02-22 03:38:30,2024-02-22 03:38:30
65,8,59,delivered,2023-12-10 03:38:30,2023-12-10 03:38:30
66,338,83,placed,2024-01-05 03:38:30,2024-01-05 03:38:30
67,542,89,pending,2024-05-01 03:38:30,2024-05-01 03:38:30
68,77,100,placed,2024-06-11 03:38:30,2024-06-11 03:38:30
69,832,96,pending,2024-03-19 03:38:30,2024-03-19 03:38:30
70,181,81,delivered,2024-04-01 03:38:30,2024-04-01 03:38:30
71,270,88,pending,2024-03-05 03:38:30,2024-03-05 03:38:30
72,605,76,pending,2024-05-15 03:38:30,2024-05-15 03:38:30
73,613,66,pending,2024-03-23 03:38:30,2024-03-23 03:38:30
74,381,39,placed,2024-04-26 03:38:30,2024-04-26 03:38:30
75,841,83,placed,2023-12-30 03:38:30,2023-12-30 03:38:30
76,73,38,delivered,2024-09-12 03:38:30,2024-09-12 03:38:30
77,682,80,placed,2024-09-21 03:38:30,2024-09-21 03:38:30
78,664,24,placed,2024-10-21 03:38:30,2024-10-21 03:38:30
79,983,10,placed,2024-02-08 03:38:30,2024-02-08 03:38:30
80,99,45,placed,2024-09-11 03:38:30,2024-09-11 03:38:30
81,697,64,delivered,2024-07-28 03:38:30,2024-07-28 03:38:30
82,432,99,delivered,2024-03-21 03:38:30,2024-03-21 03:38:30
83,694,35,placed,2024-02-17 03:38:30,2024-02-17 03:38:30
84,399,18,delivered,2024-01-10 03:38:30,2024-01-10 03:38:30
85,771,73,delivered,2024-06-24 03:38:30,2024-06-24 03:38:30
86,842,56,placed,2024-06-01 03:38:30,2024-06-01 03:38:30
87,462,85,placed,2024-05-07 03:38:30,2024-05-07 03:38:30
88,289,17,delivered,2024-09-29 03:38:30,2024-09-29 03:38:30
89,289,36,placed,2024-09-26 03:38:30,2024-09-26 03:38:30
90,501,47,placed,2024-06-16 03:38:30,2024-06-16 03:38:30
91,188,70,delivered,2024-03-02 03:38:30,2024-03-02 03:38:30
92,210,52,placed,2024-03-01 03:38:30,2024-03-01 03:38:30
93,589,21,delivered,2024-03-11 03:38:30,2024-03-11 03:38:30
94,761,23,delivered,2024-06-13 03:38:30,2024-06-13 03:38:30
95,283,68,placed,2024-02-16 03:38:30,2024-02-16 03:38:30
96,662,72,placed,2024-10-13 03:38:30,2024-10-13 03:38:30
97,594,50,pending,2024-04-28 03:38:30,2024-04-28 03:38:30
98,503,65,pending,2024-10-13 03:38:30,2024-10-13 03:38:30
99,594,43,placed,2024-09-05 03:38:30,2024-09-05 03:38:30
100,788,32,pending,2023-12-14 03:38:30,2023-12-14 03:38:30
101,2,10,delivered,2024-04-19 03:38:30,2024-04-19 03:38:30
102,619,34,pending,2024-05-10 03:38:30,2024-05-10 03:38:30
103,519,30,placed,2023-12-12 03:38:30,2023-12-12 03:38:30
104,723,14,placed,2024-07-21 03:38:30,2024-07-21 03:38:30
105,323,60,delivered,2024-11-11 03:38:30,2024-11-11 03:38:30
106,531,75,placed,2024-04-24 03:38:30,2024-04-24 03:38:30
107,886,16,placed,2024-11-28 03:38:30,2024-11-28 03:38:30
108,679,41,pending,2024-04-11 03:38:30,2024-04-11 03:38:30
109,627,51,pending,2024-02-10 03:38:30,2024-02-10 03:38:30
110,170,56,placed,2024-03-14 03:38:30,2024-03-14 03:38:30
111,894,51,delivered,2024-04-24 03:38:30,2024-04-24 03:38:30
112,412,61,delivered,2024-09-25 03:38:30,2024-09-25 03:38:30
113,505,95,pending,2024-05-14 03:38:30,2024-05-14 03:38:30
114,469,58,delivered,2024-08-05 03:38:30,2024-08-05 03:38:30
115,328,86,delivered,2024-06-26 03:38:30,2024-06-26 03:38:30
116,772,66,delivered,2024-08-20 03:38:30,2024-08-20 03:38:30
117,282,19,pending,2024-05-19 03:38:30,2024-05-19 03:38:30
118,327,62,placed,2024-11-30 03:38:30,2024-11-30 03:38:30
119,390,10,placed,2024-08-29 03:38:30,2024-08-29 03:38:30
120,471,81,pending,2024-02-12 03:38:30,2024-02-12 03:38:30
121,347,12,placed,2024-07-25 03:38:30,2024-07-25 03:38:30
122,565,62,placed,2023-12-09 03:38:30,2023-12-09 03:38:30
123,501,44,placed,2023-12-14 03:38:30,2023-12-14 03:38:30
124,93,77,pending,2024-12-06 03:38:30,2024-12-06 03:38:30
125,928,24,delivered,2024-08-16 03:38:30,2024-08-16 03:38:30
126,4,88,placed,2024-01-23 03:38:30,2024-01-23 03:38:30
127,731,67,pending,2024-07-11 03:38:30,2024-07-11 03:38:30
128,590,82,delivered,2024-07-10 03:38:30,2024-07-10 03:38:30
129,226,37,delivered,2024-01-29 03:38:30,2024-01-29 03:38:30
130,92,22,pending,2024-07-25 03:38:30,2024-07-25 03:38:30
131,286,94,pending,2024-07-26 03:38:30,2024-07-26 03:38:30
132,829,36,placed,2024-05-12 03:38:30,2024-05-12 03:38:30
133,363,47,delivered,2023-12-22 03:38:30,2023-12-22 03:38:30
134,278,87,placed,2024-07-21 03:38:30,2024-07-21 03:38:30
135,963,15,placed,2024-11-15 03:38:30,2024-11-15 03:38:30
136,433,96,placed,2024-09-16 03:38:30,2024-09-16 03:38:30
137,557,69,pending,2024-03-09 03:38:30,2024-03-09 03:38:30
138,225,95,delivered,2024-01-16 03:38:30,2024-01-16 03:38:30
139,71,85,placed,2024-02-12 03:38:30,2024-02-12 03:38:30
140,341,79,placed,2024-04-07 03:38:30,2024-04-07 03:38:30
141,632,33,pending,2024-08-23 03:38:30,2024-08-23 03:38:30
142,845,28,placed,2024-07-01 03:38:30,2024-07-01 03:38:30
143,579,20,delivered,2024-05-17 03:38:30,2024-05-17 03:38:30
144,195,100,placed,2024-06-11 03:38:30,2024-06-11 03:38:30
145,376,76,pending,2024-05-13 03:38:30,2024-05-13 03:38:30
146,60,60,placed,2024-08-11 03:38:30,2024-08-11 03:38:30
147,503,77,delivered,2024-02-20 03:38:30,2024-02-20 03:38:30
148,968,53,placed,2024-08-31 03:38:30,2024-08-31 03:38:30
149,815,16,pending,2024-01-20 03:38:30,2024-01-20 03:38:30
150,97,92,placed,2024-03-10 03:38:30,2024-03-10 03:38:30
151,393,97,placed,2024-01-29 03:38:30,2024-01-29 03:38:30
152,432,40,delivered,2024-03-03 03:38:30,2024-03-03 03:38:30
153,24,16,delivered,2024-07-21 03:38:30,2024-07-21 03:38:30
154,627,34,pending,2024-08-01 03:38:30,2024-08-01 03:38:30
155,496,68,delivered,2024-11-03 03:38:30,2024-11-03 03:38:30
156,988,12,pending,2024-07-23 03:38:30,2024-07-23 03:38:30
157,77,66,placed,2024-08-20 03:38:30,2024-08-20 03:38:30
158,134,44,delivered,2024-05-03 03:38:30,2024-05-03 03:38:30
159,198,93,delivered,2024-03-02 03:38:30,2024-03-02 03:38:30
160,987,60,delivered,2024-08-11 03:38:30,2024-08-11 03:38:30
161,81,41,pending,2023-12-30 03:38:30,2023-12-30 03:38:30
162,825,30,placed,2024-08-08 03:38:30,2024-08-08 03:38:30
163,962,77,placed,2024-06-26 03:38:30,2024-06-26 03:38:30
164,61,53,delivered,2024-09-25 03:38:30,2024-09-25 03:38:30
165,602,45,delivered,2024-06-04 03:38:30,2024-06-04 03:38:30
166,174,31,delivered,2024-11-04 03:38:30,2024-11-04 03:38:30
167,280,75,placed,2024-09-15 03:38:30,2024-09-15 03:38:30
168,202,39,placed,2024-10-31 03:38:30,2024-10-31 03:38:30
169,513,66,delivered,2024-08-01 03:38:30,2024-08-01 03:38:30
170,879,47,pending,2024-07-27 03:38:30,2024-07-27 03:38:30
171,674,13,delivered,2024-03-18 03:38:30,2024-03-18 03:38:30
172,888,64,placed,2024-09-03 03:38:30,2024-09-03 03:38:30
173,774,48,delivered,2024-05-14 03:38:30,2024-05-14 03:38:30
174,757,60,placed,2024-04-28 03:38:30,2024-04-28 03:38:30
175,129,27,delivered,2024-04-26 03:38:30,2024-04-26 03:38:30
176,8,33,delivered,2024-10-03 03:38:30,2024-10-03 03:38:30
177,356,31,pending,2024-09-12 03:38:30,2024-09-12 03:38:30
178,606,31,pending,2024-10-07 03:38:30,2024-10-07 03:38:30
179,442,37,placed,2024-02-18 03:38:30,2024-02-18 03:38:30
180,130,60,delivered,2024-10-01 03:38:30,2024-10-01 03:38:30
181,290,16,pending,2024-02-25 03:38:30,2024-02-25 03:38:30
182,450,14,delivered,2024-10-13 03:38:30,2024-10-13 03:38:30
183,313,74,placed,2024-05-15 03:38:30,2024-05-15 03:38:30
184,942,18,placed,2024-11-24 03:38:30,2024-11-24 03:38:30
185,182,10,delivered,2024-07-19 03:38:30,2024-07-19 03:38:30
186,494,80,pending,2024-03-26 03:38:30,2024-03-26 03:38:30
187,886,34,pending,2024-11-12 03:38:30,2024-11-12 03:38:30
188,113,33,placed,2024-06-25 03:38:30,2024-06-25 03:38:30
189,481,80,pending,2024-04-10 03:38:30,2024-04-10 03:38:30
190,754,78,delivered,2024-01-14 03:38:30,2024-01-14 03:38:30
191,995,37,placed,2024-03-08 03:38:30,2024-03-08 03:38:30
192,363,66,pending,2024-08-25 03:38:30,2024-08-25 03:38:30
193,305,64,pending,2024-12-05 03:38:30,2024-12-05 03:38:30
194,926,38,pending,2024-07-30 03:38:30,2024-07-30 03:38:30
195,447,54,delivered,2024-02-03 03:38:30,2024-02-03 03:38:30
196,429,14,pending,2024-05-16 03:38:30,2024-05-16 03:38:30
197,820,78,pending,2024-06-07 03:38:30,2024-06-07 03:38:30
198,157,78,delivered,2024-03-31 03:38:30,2024-03-31 03:38:30
199,398,64,placed,2024-06-27 03:38:30,2024-06-27 03:38:30
200,44,81,pending,2024-09-14 03:38:30,2024-09-14 03:38:30
201,338,63,delivered,2024-09-24 03:38:30,2024-09-24 03:38:30
202,698,49,placed,2024-09-02 03:38:30,2024-09-02 03:38:30
203,902,72,placed,2024-07-20 03:38:30,2024-07-20 03:38:30
204,448,30,placed,2024-07-12 03:38:30,2024-07-12 03:38:30
205,145,58,delivered,2024-07-12 03:38:30,2024-07-12 03:38:30
206,895,85,pending,2024-08-25 03:38:30,2024-08-25 03:38:30
207,114,49,delivered,2024-06-26 03:38:30,2024-06-26 03:38:30
208,715,27,placed,2024-01-06 03:38:30,2024-01-06 03:38:30
209,460,11,delivered,2024-07-24 03:38:30,2024-07-24 03:38:30
210,794,41,placed,2024-10-22 03:38:30,2024-10-22 03:38:30
211,173,78,pending,2024-02-14 03:38:30,2024-02-14 03:38:30
212,423,57,pending,2024-09-25 03:38:30,2024-09-25 03:38:30
213,307,36,delivered,2024-10-28 03:38:30,2024-10-28 03:38:30
214,206,97,delivered,2024-08-06 03:38:30,2024-08-06 03:38:30
215,704,20,placed,2024-10-16 03:38:30,2024-10-16 03:38:30
216,516,91,delivered,2024-06-26 03:38:30,2024-06-26 03:38:30
217,173,12,placed,2024-03-04 03:38:30,2024-03-04 03:38:30
218,960,75,pending,2024-08-17 03:38:30,2024-08-17 03:38:30
219,633,34,pending,2024-02-06 03:38:30,2024-02-06 03:38:30
220,361,52,pending,2024-10-20 03:38:30,2024-10-20 03:38:30
221,652,79,placed,2024-08-03 03:38:30,2024-08-03 03:38:30
222,105,63,pending,2024-07-26 03:38:30,2024-07-26 03:38:30
223,506,54,delivered,2024-03-13 03:38:30,2024-03-13 03:38:30
224,917,46,placed,2024-11-22 03:38:30,2024-11-22 03:38:30
225,683,37,pending,2024-10-20 03:38:30,2024-10-20 03:38:30
226,926,76,placed,2024-05-05 03:38:30,2024-05-05 03:38:30
227,88,32,placed,2024-02-26 03:38:30,2024-02-26 03:38:30
228,976,94,pending,2024-02-13 03:38:30,2024-02-13 03:38:30
229,130,48,delivered,2024-10-18 03:38:30,2024-10-18 03:38:30
230,279,58,pending,2024-07-03 03:38:30,2024-07-03 03:38:30
231,556,12,placed,2024-01-17 03:38:30,2024-01-17 03:38:30
232,604,23,delivered,2024-02-07 03:38:30,2024-02-07 03:38:30
233,151,23,delivered,2024-04-08 03:38:30,2024-04-08 03:38:30
234,278,39,pending,2024-07-04 03:38:30,2024-07-04 03:38:30
235,513,68,delivered,2024-09-02 03:38:30,2024-09-02 03:38:30
236,836,84,placed,2023-12-19 03:38:30,2023-12-19 03:38:30
237,395,12,pending,2024-09-08 03:38:30,2024-09-08 03:38:30
238,50,14,delivered,2024-06-14 03:38:30,2024-06-14 03:38:30
239,979,24,delivered,2023-12-19 03:38:30,2023-12-19 03:38:30
240,130,67,placed,2024-10-02 03:38:30,2024-10-02 03:38:30
241,661,30,placed,2024-04-16 03:38:30,2024-04-16 03:38:30
242,691,74,delivered,2024-10-08 03:38:30,2024-10-08 03:38:30
243,272,73,delivered,2024-05-22 03:38:30,2024-05-22 03:38:30
244,562,24,delivered,2024-04-22 03:38:30,2024-04-22 03:38:30
245,777,96,delivered,2024-01-30 03:38:30,2024-01-30 03:38:30
246,718,65,delivered,2024-07-22 03:38:30,2024-07-22 03:38:30
247,342,34,pending,2024-07-15 03:38:30,2024-07-15 03:38:30
248,574,20,delivered,2023-12-09 03:38:30,2023-12-09 03:38:30
249,3,37,pending,2024-01-06 03:38:30,2024-01-06 03:38:30
250,365,57,pending,2024-05-25 03:38:30,2024-05-25 03:38:30
251,584,29,delivered,2024-03-20 03:38:30,2024-03-20 03:38:30
252,646,63,delivered,2024-11-07 03:38:30,2024-11-07 03:38:30
253,626,66,delivered,2024-10-14 03:38:30,2024-10-14 03:38:30
254,757,37,delivered,2024-04-10 03:38:30,2024-04-10 03:38:30
255,326,75,pending,2024-11-18 03:38:30,2024-11-18 03:38:30
256,756,22,pending,2024-07-12 03:38:30,2024-07-12 03:38:30
257,667,10,delivered,2024-08-09 03:38:30,2024-08-09 03:38:30
258,960,91,pending,2024-09-29 03:38:30,2024-09-29 03:38:30
259,79,93,delivered,2024-11-22 03:38:30,2024-11-22 03:38:30
260,357,67,delivered,2024-12-07 03:38:30,2024-12-07 03:38:30
261,463,14,placed,2024-04-19 03:38:30,2024-04-19 03:38:30
262,495,57,pending,2024-08-06 03:38:30,2024-08-06 03:38:30
263,775,51,delivered,2024-09-29 03:38:30,2024-09-29 03:38:30
264,49,52,pending,2024-04-17 03:38:30,2024-04-17 03:38:30
265,916,28,placed,2024-11-24 03:38:30,2024-11-24 03:38:30
266,596,85,placed,2024-03-27 03:38:30,2024-03-27 03:38:30
267,130,78,pending,2024-06-18 03:38:30,2024-06-18 03:38:30
268,400,19,pending,2024-05-27 03:38:30,2024-05-27 03:38:30
269,942,30,delivered,2024-05-08 03:38:30,2024-05-08 03:38:30
270,870,93,placed,2024-12-06 03:38:30,2024-12-06 03:38:30
271,102,47,pending,2024-08-19 03:38:30,2024-08-19 03:38:30
272,604,49,delivered,2024-07-09 03:38:30,2024-07-09 03:38:30
273,535,70,delivered,2024-03-25 03:38:30,2024-03-25 03:38:30
274,896,73,placed,2024-12-04 03:38:30,2024-12-04 03:38:30
275,628,17,pending,2024-06-13 03:38:30,2024-06-13 03:38:30
276,219,82,delivered,2024-04-29 03:38:30,2024-04-29 03:38:30
277,969,49,delivered,2024-04-01 03:38:30,2024-04-01 03:38:30
278,446,49,pending,2024-02-08 03:38:30,2024-02-08 03:38:30
279,247,35,delivered,2024-06-24 03:38:30,2024-06-24 03:38:30
280,160,62,pending,2024-11-09 03:38:30,2024-11-09 03:38:30
281,473,42,pending,2024-08-06 03:38:30,2024-08-06 03:38:30
282,673,87,delivered,2024-02-18 03:38:30,2024-02-18 03:38:30
283,206,36,pending,2024-05-31 03:38:30,2024-05-31 03:38:30
284,18,28,placed,2024-02-29 03:38:30,2024-02-29 03:38:30
285,993,38,delivered,2024-05-13 03:38:30,2024-05-13 03:38:30
286,56,64,pending,2024-06-26 03:38:30,2024-06-26 03:38:30
287,803,35,pending,2024-06-14 03:38:30,2024-06-14 03:38:30
288,824,55,delivered,2024-11-12 03:38:30,2024-11-12 03:38:30
289,285,53,delivered,2024-09-15 03:38:30,2024-09-15 03:38:30
290,574,16,delivered,2024-08-19 03:38:30,2024-08-19 03:38:30
291,103,65,pending,2024-04-11 03:38:30,2024-04-11 03:38:30
292,269,20,pending,2024-08-11 03:38:30,2024-08-11 03:38:30
293,234,34,delivered,2024-02-13 03:38:30,2024-02-13 03:38:30
294,941,21,delivered,2024-02-23 03:38:30,2024-02-23 03:38:30
295,272,46,delivered,2024-03-06 03:38:30,2024-03-06 03:38:30
296,963,54,delivered,2024-07-11 03:38:30,2024-07-11 03:38:30
297,156,25,pending,2024-08-19 03:38:30,2024-08-19 03:38:30
298,494,30,pending,2024-02-27 03:38:30,2024-02-27 03:38:30
299,685,35,delivered,2024-04-16 03:38:30,2024-04-16 03:38:30
300,950,66,placed,2024-10-20 03:38:30,2024-10-20 03:38:30
301,616,31,delivered,2024-09-25 03:38:30,2024-09-25 03:38:30
302,837,13,placed,2023-12-15 03:38:30,2023-12-15 03:38:30
303,689,23,placed,2023-12-08 03:38:30,2023-12-08 03:38:30
304,855,10,pending,2024-08-02 03:38:30,2024-08-02 03:38:30
305,994,72,placed,2024-10-21 03:38:30,2024-10-21 03:38:30
306,958,65,placed,2024-08-10 03:38:30,2024-08-10 03:38:30
307,917,32,pending,2024-07-30 03:38:30,2024-07-30 03:38:30
308,896,92,delivered,2024-02-24 03:38:30,2024-02-24 03:38:30
309,664,43,pending,2024-05-31 03:38:30,2024-05-31 03:38:30
310,160,86,delivered,2024-11-21 03:38:30,2024-11-21 03:38:30
311,615,93,placed,2024-06-27 03:38:30,2024-06-27 03:38:30
312,665,99,delivered,2024-11-27 03:38:30,2024-11-27 03:38:30
313,241,85,pending,2024-03-12 03:38:30,2024-03-12 03:38:30
314,290,62,delivered,2024-10-20 03:38:30,2024-10-20 03:38:30
315,627,47,placed,2023-12-28 03:38:30,2023-12-28 03:38:30
316,14,38,placed,2024-09-04 03:38:30,2024-09-04 03:38:30
317,187,90,delivered,2024-08-31 03:38:30,2024-08-31 03:38:30
318,195,86,delivered,2024-03-14 03:38:30,2024-03-14 03:38:30
319,625,24,delivered,2024-07-14 03:38:30,2024-07-14 03:38:30
320,357,41,placed,2024-07-06 03:38:30,2024-07-06 03:38:30
321,658,16,pending,2024-05-30 03:38:30,2024-05-30 03:38:30
322,80,75,placed,2024-09-14 03:38:30,2024-09-14 03:38:30
323,739,87,pending,2024-04-15 03:38:30,2024-04-15 03:38:30
324,383,33,delivered,2024-02-17 03:38:30,2024-02-17 03:38:30
325,432,11,pending,2023-12-15 03:38:30,2023-12-15 03:38:30
326,753,10,placed,2024-02-11 03:38:30,2024-02-11 03:38:30
327,523,87,pending,2024-03-15 03:38:30,2024-03-15 03:38:30
328,583,56,placed,2024-01-24 03:38:30,2024-01-24 03:38:30
329,562,84,pending,2024-02-06 03:38:30,2024-02-06 03:38:30
330,633,84,placed,2024-01-06 03:38:30,2024-01-06 03:38:30
331,932,70,pending,2024-05-23 03:38:30,2024-05-23 03:38:30
332,367,39,delivered,2024-06-15 03:38:30,2024-06-15 03:38:30
333,391,29,placed,2024-11-11 03:38:30,2024-11-11 03:38:30
334,977,94,pending,2024-06-09 03:38:30,2024-06-09 03:38:30
335,149,71,placed,2024-03-12 03:38:30,2024-03-12 03:38:30
336,379,28,placed,2024-07-22 03:38:30,2024-07-22 03:38:30
337,885,93,delivered,2024-05-21 03:38:30,2024-05-21 03:38:30
338,184,75,placed,2024-02-29 03:38:30,2024-02-29 03:38:30
339,928,18,pending,2023-12-18 03:38:30,2023-12-18 03:38:30
340,266,69,delivered,2023-12-31 03:38:30,2023-12-31 03:38:30
341,354,61,pending,2024-10-24 03:38:30,2024-10-24 03:38:30
342,59,37,placed,2024-08-25 03:38:30,2024-08-25 03:38:30
343,425,19,pending,2024-06-27 03:38:30,2024-06-27 03:38:30
344,267,48,pending,2024-07-07 03:38:30,2024-07-07 03:38:30
345,360,42,pending,2024-01-06 03:38:30,2024-01-06 03:38:30
346,850,50,delivered,2024-02-20 03:38:30,2024-02-20 03:38:30
347,833,65,pending,2024-03-12 03:38:30,2024-03-12 03:38:30
348,915,71,placed,2024-03-25 03:38:30,2024-03-25 03:38:30
349,16,24,pending,2024-05-12 03:38:30,2024-05-12 03:38:30
350,963,35,pending,2024-10-18 03:38:30,2024-10-18 03:38:30
351,129,30,pending,2024-09-29 03:38:30,2024-09-29 03:38:30
352,962,64,pending,2024-06-18 03:38:30,2024-06-18 03:38:30
353,513,16,delivered,2024-09-15 03:38:30,2024-09-15 03:38:30
354,420,90,placed,2024-01-10 03:38:30,2024-01-10 03:38:30
355,715,26,pending,2024-04-29 03:38:30,2024-04-29 03:38:30
356,547,45,delivered,2024-01-10 03:38:30,2024-01-10 03:38:30
357,243,57,placed,2024-02-20 03:38:30,2024-02-20 03:38:30
358,96,69,placed,2024-09-21 03:38:30,2024-09-21 03:38:30
359,477,19,placed,2024-01-09 03:38:30,2024-01-09 03:38:30
360,991,44,pending,2024-06-18 03:38:30,2024-06-18 03:38:30
361,571,65,placed,2024-08-05 03:38:30,2024-08-05 03:38:30
362,348,59,delivered,2024-09-02 03:38:30,2024-09-02 03:38:30
363,422,87,pending,2024-05-21 03:38:30,2024-05-21 03:38:30
364,563,50,delivered,2024-01-13 03:38:30,2024-01-13 03:38:30
365,506,98,pending,2024-02-06 03:38:30,2024-02-06 03:38:30
366,531,100,pending,2024-07-13 03:38:30,2024-07-13 03:38:30
367,824,65,pending,2024-05-15 03:38:30,2024-05-15 03:38:30
368,87,66,pending,2024-09-15 03:38:30,2024-09-15 03:38:30
369,648,14,pending,2024-07-22 03:38:30,2024-07-22 03:38:30
370,175,90,delivered,2024-04-15 03:38:30,2024-04-15 03:38:30
371,705,73,placed,2024-04-02 03:38:30,2024-04-02 03:38:30
372,860,19,placed,2024-07-04 03:38:30,2024-07-04 03:38:30
373,580,30,pending,2024-03-14 03:38:30,2024-03-14 03:38:30
374,223,78,delivered,2024-04-18 03:38:30,2024-04-18 03:38:30
375,712,24,pending,2024-10-01 03:38:30,2024-10-01 03:38:30
376,563,43,delivered,2024-01-04 03:38:30,2024-01-04 03:38:30
377,248,33,delivered,2024-04-20 03:38:30,2024-04-20 03:38:30
378,858,32,delivered,2024-09-26 03:38:30,2024-09-26 03:38:30
379,160,84,pending,2024-08-12 03:38:30,2024-08-12 03:38:30
380,321,84,delivered,2024-08-06 03:38:30,2024-08-06 03:38:30
381,556,45,pending,2024-10-27 03:38:30,2024-10-27 03:38:30
382,757,23,placed,2024-05-20 03:38:30,2024-05-20 03:38:30
383,976,89,pending,2024-04-28 03:38:30,2024-04-28 03:38:30
384,346,34,placed,2024-05-27 03:38:30,2024-05-27 03:38:30
385,702,71,pending,2024-07-01 03:38:30,2024-07-01 03:38:30
386,744,21,placed,2024-11-04 03:38:30,2024-11-04 03:38:30
387,218,76,pending,2024-04-06 03:38:30,2024-04-06 03:38:30
388,264,53,delivered,2024-06-07 03:38:30,2024-06-07 03:38:30
389,330,45,placed,2024-08-18 03:38:30,2024-08-18 03:38:30
390,51,83,delivered,2024-06-28 03:38:30,2024-06-28 03:38:30
391,985,30,delivered,2024-04-25 03:38:30,2024-04-25 03:38:30
392,181,81,placed,2024-01-14 03:38:30,2024-01-14 03:38:30
393,187,86,pending,2024-08-29 03:38:30,2024-08-29 03:38:30
394,382,39,delivered,2024-03-05 03:38:30,2024-03-05 03:38:30
